date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2021-06-16,8033,15.3,14.83,0.47,權,16.8,13.35,15.3,15.3
2023-03-06,8033,56.7,55.24,1.45,權,62.3,49.75,56.7,56.7
