date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2021-05-10,911608,4.44,4.38,0.05,息,4.81,3.95,4.38,4.38
2022-05-13,911608,3.23,3.17,0.05,息,3.48,2.86,3.17,3.17
2023-05-17,911608,3.21,3.15,0.06,息,3.46,2.84,3.15,3.15
