date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-06-19,5007,55.1,52.1,3.0,息,57.3,46.9,52.1,52.1
2020-07-02,5007,45.1,43.1,2.0,息,47.4,38.8,43.1,43.1
2021-09-14,5007,59.4,57.4,2.0,息,63.1,51.7,57.4,57.4
2022-07-04,5007,56.0,53.0,3.0,息,58.3,47.7,53.0,53.0
2023-03-28,5007,53.9,50.9,3.0,息,55.9,45.85,50.9,50.9
2024-03-26,5007,59.3,56.3,3.0,息,61.9,50.7,56.3,56.3
