date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2023-03-24,4583,219.5,209.5,10.0,息,230.0,189.0,209.5,209.5
2024-03-22,4583,260.5,250.5,10.0,息,275.5,225.5,250.5,250.5
