"代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
="2344","華邦電","市","04/10","","27.55","+0.55","+2.04","71,327","1,978","27","27.05","28.2","26.9","4.81","","1.25","    ","    ","    ","    ","    "
="2345","智邦","市","04/10","","476","+11","+2.37","2,772","1,324","465","468.5","482.5","466","3.55","29.8","10.5","    ","    ","    ","    ","    "
="2347","聯強","市","04/10","","76.8","-0.1","-0.13","3,438","263","76.9","76.5","76.9","75.5","1.82","17.6","1.78","    ","    ","    ","    ","    "
="2348","海悅","市","04/10","","153.5","+6.5","+4.42","1,218","186","147","147.5","157","147","6.8","11.1","3.19","    ","    ","    ","    ","    "
"2348A","海悅甲特","市","04/10","","33.85","+0.05","+0.15","40","1.36","33.8","33.8","33.85","33.8","0.15","","","    ","    ","    ","    ","    "
="2349","錸德","市","04/10","","7.74","-0.03","-0.39","1,060","8.23","7.77","7.77","7.8","7.7","1.29","","0.98","    ","    ","    ","    ","    "
="2351","順德","市","04/10","","103","-0.5","-0.48","609","62.9","103.5","103","104","102.5","1.45","25.2","2.77","    ","    ","    ","    ","    "
="2352","佳世達","市","04/10","","43.15","+0.1","+0.23","5,609","243","43.05","43.05","43.55","43.05","1.16","28.6","2.29","    ","    ","    ","    ","    "
="2353","宏碁","市","04/10","","47.15","+0.35","+0.75","64,127","3,061","46.8","47.1","48.5","46.85","3.53","28.8","1.9","    ","    ","    ","    ","    "
="2354","鴻準","市","04/10","","61.2","-1.8","-2.86","24,767","1,536","63","63.3","63.5","61.1","3.81","20.3","0.82","    ","    ","    ","    ","    "
="2355","敬鵬","市","04/10","","46.8","-0.85","-1.78","3,488","165","47.65","47.8","47.95","46.8","2.41","24.4","1.16","    ","    ","    ","    ","    "
="2356","英業達","市","04/10","","57.8","0","0","24,678","1,433","57.8","58.3","58.7","57.6","1.9","33.8","3.39","    ","    ","    ","    ","    "
="2357","華碩","市","04/10","","435","+10","+2.35","4,974","2,188","425","433","446.5","433","3.18","20.3","1.35","    ","    ","    ","    ","    "
="2359","所羅門","市","04/10","","100.5","+1.5","+1.52","2,845","281","99","100","101","96.6","4.44","32.3","3.3","    ","    ","    ","    ","    "
="2360","致茂","市","04/10","","259","+7.5","+2.98","2,729","717","251.5","262.5","270","256","5.57","27.4","5","    ","    ","    ","    ","    "
="2362","藍天","市","04/10","","42.5","-0.2","-0.47","3,190","137","42.7","42.75","43.65","42.3","3.16","23.5","0.6","    ","    ","    ","    ","    "
="2363","矽統","市","04/10","","53.2","+2.6","+5.14","188,479","9,685","50.6","50","53.3","48.85","8.79","70","2.1","    ","    ","    ","    ","    "
="2364","倫飛","市","04/10","","91.8","+0.1","+0.11","112","10.2","91.7","92.3","92.3","91.1","1.31","26.2","6.28","    ","    ","    ","    ","    "
="2365","昆盈","市","04/10","","22.4","-0.5","-2.18","14,160","325","22.9","23.2","23.45","22.4","4.59","67.9","1.66","    ","    ","    ","    ","    "
="2367","燿華","市","04/10","","26.3","-0.3","-1.13","25,892","692","26.6","27","27.35","26.25","4.14","","1.79","    ","    ","    ","    ","    "
="2368","金像電","市","04/10","","230.5","-6.5","-2.74","6,426","1,510","237","238","241","230.5","4.43","31.8","6.67","    ","    ","    ","    ","    "
="2369","菱生","市","04/10","","24.95","+0.05","+0.2","6,338","160","24.9","25.2","25.6","24.85","3.01","","1.71","    ","    ","    ","    ","    "
="2371","大同","市","04/10","","55.6","-0.9","-1.59","39,342","2,201","56.5","56.8","56.9","55.4","2.65","49.2","2.35","    ","    ","    ","    ","    "
="2373","震旦行","市","04/10","","74.1","+0.3","+0.41","48","3.57","73.8","74","74.3","74","0.41","15.2","2.24","    ","    ","    ","    ","    "
="2374","佳能","市","04/10","","32.2","-1.2","-3.59","13,774","451","33.4","33.95","33.95","32.2","5.24","33.5","1.44","    ","    ","    ","    ","    "
="2375","凱美","市","04/10","","64","-0.2","-0.31","507","32.6","64.2","64.5","64.6","63.9","1.09","26.2","0.77","    ","    ","    ","    ","    "
="2376","技嘉","市","04/10","","320","-15","-4.48","34,890","11,673","335","347","348","320","8.36","42.9","5.43","    ","    ","    ","    ","    "
="2377","微星","市","04/10","","172.5","0","0","2,777","482","172.5","174","175","172","1.74","19.3","2.9","    ","    ","    ","    ","    "
="2379","瑞昱","市","04/10","","571","+3","+0.53","2,218","1,270","568","568","577","566","1.94","32","6.93","    ","    ","    ","    ","    "
="2380","虹光","市","04/10","","6.81","+0.02","+0.29","167","1.15","6.79","6.79","6.9","6.78","1.77","","1.86","    ","    ","    ","    ","    "
="2382","廣達","市","04/10","","282","-5","-1.74","34,153","9,724","287","290","291","282","3.14","27.4","5.84","    ","    ","    ","    ","    "
="2383","台光電","市","04/10","","405.5","-29","-6.67","15,605","6,467","434.5","438","438","400","8.75","24.8","5.19","    ","    ","    ","    ","    "
="2385","群光","市","04/10","","215.5","-0.5","-0.23","2,106","456","216","216","218","214","1.85","20.8","4","    ","    ","    ","    ","    "
="2387","精元","市","04/10","","62.7","+0.8","+1.29","1,515","95.6","61.9","62.8","63.9","62.4","2.42","9.65","1.29","    ","    ","    ","    ","    "
="2388","威盛","市","04/10","","131.5","+0.5","+0.38","4,159","544","131","130","132","129.5","1.91","160","4.95","    ","    ","    ","    ","    "
="2390","云辰","市","04/10","","13.45","+0.15","+1.13","488","6.57","13.3","13.3","13.55","13.3","1.88","","1.01","    ","    ","    ","    ","    "
="2392","正崴","市","04/10","","46.65","+0.4","+0.86","1,667","77.6","46.25","46.3","46.7","46.3","0.86","15.1","0.89","    ","    ","    ","    ","    "
="2393","億光","市","04/10","","61.5","+3.4","+5.85","9,218","559","58.1","58.9","61.8","58.9","4.99","18.5","1.47","    ","    ","    ","    ","    "
="2395","研華","市","04/10","","384","-10.5","-2.66","952","369","394.5","392","393.5","383.5","2.53","30.4","6.8","    ","    ","    ","    ","    "
="2397","友通","市","04/10","","68","+0.2","+0.29","110","7.53","67.8","67.9","68.9","67.9","1.47","21.5","2.46","    ","    ","    ","    ","    "
="2399","映泰","市","04/10","","23.05","0","0","868","20","23.05","23","23.25","22.95","1.3","","1.91","    ","    ","    ","    ","    "
="2401","凌陽","市","04/10","","28.3","+0.4","+1.43","2,016","57","27.9","28.15","28.45","28.15","1.08","","1.96","    ","    ","    ","    ","    "
="2402","毅嘉","市","04/10","","35","-0.45","-1.27","5,017","177","35.45","35.4","35.65","35","1.83","22.4","1.69","    ","    ","    ","    ","    "
="2404","漢唐","市","04/10","","404.5","+5","+1.25","2,915","1,175","399.5","400","409","393","4.01","16.3","6.26","    ","    ","    ","    ","    "
="2405","輔信","市","04/10","","19.6","+0.4","+2.08","10,540","208","19.2","19.4","19.9","19.4","2.6","490","1.84","    ","    ","    ","    ","    "
="2406","國碩","市","04/10","","20.8","+1.85","+9.76","7,854","161","18.95","19.35","20.8","19.35","7.65","","1.86","    ","    ","    ","    ","    "
="2408","南亞科","市","04/10","","70.2","+1.8","+2.63","34,048","2,391","68.4","68.7","71.4","68.4","4.39","","1.3","    ","    ","    ","    ","    "
="2409","友達","市","04/10","","18.7","-0.2","-1.06","57,236","1,087","18.9","18.9","19.35","18.7","3.44","","0.9","    ","    ","    ","    ","    "
="2412","中華電","市","04/10","","126","+0.5","+0.4","4,875","613","125.5","125.5","126","125.5","0.4","26.5","2.56","    ","    ","    ","    ","    "
="2413","環科","市","04/10","","26.55","+0.05","+0.19","152","4.05","26.5","26.5","26.75","26.5","0.94","31.6","1.67","    ","    ","    ","    ","    "
="2414","精技","市","04/10","","36.85","0","0","141","5.2","36.85","36.85","36.95","36.85","0.27","15.5","1.96","    ","    ","    ","    ","    "
="2415","錩新","市","04/10","","30.3","0","0","96","2.91","30.3","30.15","30.45","30.05","1.32","","1.77","    ","    ","    ","    ","    "
="2417","圓剛","市","04/10","","43.9","+0.2","+0.46","2,112","93.4","43.7","43.9","45.15","43.85","2.97","4390","2.02","    ","    ","    ","    ","    "
="2419","仲琦","市","04/10","","32.8","-0.55","-1.65","973","32.1","33.35","33.5","33.5","32.7","2.4","1640","2.14","    ","    ","    ","    ","    "
="2420","新巨","市","04/10","","54.3","-0.3","-0.55","267","14.6","54.6","54.5","55","54.2","1.47","15.3","2.26","    ","    ","    ","    ","    "
="2421","建準","市","04/10","","123","-5","-3.91","7,453","935","128","128.5","129","123","4.69","23.8","4.64","    ","    ","    ","    ","    "
="2423","固緯","市","04/10","","41.55","+0.75","+1.84","395","16.4","40.8","41.35","41.8","41.35","1.1","14.1","2.2","    ","    ","    ","    ","    "
="2424","隴華","市","04/10","","29.3","0","0","5","0.14","29.3","29.3","29.3","29.3","0","","5.59","    ","    ","    ","    ","    "
="2425","承啟","市","04/10","","45.6","+0.1","+0.22","1,342","61.7","45.5","45.25","46.9","45.1","3.96","27.1","2.02","    ","    ","    ","    ","    "
="2426","鼎元","市","04/10","","18.25","+0.15","+0.83","677","12.4","18.1","18.2","18.5","18.2","1.66","","1.43","    ","    ","    ","    ","    "
="2427","三商電","市","04/10","","27.2","-0.5","-1.81","22,411","640","27.7","30.35","30.4","27.05","12.1","20","1.75","    ","    ","    ","    ","    "
="2428","興勤","市","04/10","","168","-2","-1.18","333","56.4","170","169","171","168","1.76","16.5","2.31","    ","    ","    ","    ","    "
="2429","銘旺科","市","04/10","","19.7","+0.3","+1.55","26","0.51","19.4","19.4","19.8","19.35","2.32","","3.69","    ","    ","    ","    ","    "
="2430","燦坤","市","04/10","","37.5","-0.05","-0.13","144","5.42","37.55","37.55","37.65","37.45","0.53","15.7","0.96","    ","    ","    ","    ","    "
="2431","聯昌","市","04/10","","13.65","+0.4","+3.02","1,004","13.7","13.25","13.35","13.85","13.35","3.77","","1.13","    ","    ","    ","    ","    "
="2432","倚天酷碁-創","市","04/10","","39.65","-0.35","-0.88","14","0.55","40","39.85","39.85","39","2.13","20","1.93","    ","    ","    ","    ","    "
="2433","互盛電","市","04/10","","53.1","0","0","50","2.66","53.1","53.1","53.3","53.1","0.38","15.7","2","    ","    ","    ","    ","    "
="2434","統懋","市","04/10","","31.85","+0.25","+0.79","10","0.32","31.6","31.5","32.25","31.5","2.37","","2.54","    ","    ","    ","    ","    "
="2436","偉詮電","市","04/10","","63.6","+1.2","+1.92","1,498","95.5","62.4","62.4","64.2","62.4","2.88","53.9","3.23","    ","    ","    ","    ","    "
="2438","翔耀","市","04/10","","22.15","+0.15","+0.68","123","2.74","22","22.15","22.8","22.15","2.95","","2.59","    ","    ","    ","    ","    "
="2439","美律","市","04/10","","128","+6","+4.92","8,036","1,023","122","123.5","130","123","5.74","20.8","2.22","    ","    ","    ","    ","    "
="2440","太空梭","市","04/10","","15.75","+0.35","+2.27","2,064","32.7","15.4","16.05","16.15","15.3","5.52","","1.78","    ","    ","    ","    ","    "
="2441","超豐","市","04/10","","63.5","+0.2","+0.32","582","37.1","63.3","63.9","63.9","63.3","0.95","18.1","1.68","    ","    ","    ","    ","    "
="2442","新美齊","市","04/10","","27.25","+0.45","+1.68","1,854","50.5","26.8","26.85","27.55","26.8","2.8","16.3","1.61","    ","    ","    ","    ","    "
="2444","兆勁","市","04/10","","11.75","+0.3","+2.62","341","3.95","11.45","11.45","11.75","11.35","3.49","","1.22","    ","    ","    ","    ","    "
="2449","京元電子","市","04/10","","106","-0.5","-0.47","12,419","1,329","106.5","107","109","106","2.82","22.2","3.33","    ","    ","    ","    ","    "
="2450","神腦","市","04/10","","39.35","+0.25","+0.64","182","7.14","39.1","39.1","39.35","39.1","0.64","14.4","1.58","    ","    ","    ","    ","    "
="2451","創見","市","04/10","","94","+0.5","+0.53","2,193","206","93.5","92.2","95.4","92.2","3.42","20.3","2.09","    ","    ","    ","    ","    "
="2453","凌群","市","04/10","","62.8","-0.6","-0.95","2,809","180","63.4","63.8","65.7","62.8","4.57","22.6","2.97","    ","    ","    ","    ","    "
="2454","聯發科","市","04/10","","1195","+35","+3.02","6,665","7,985","1160","1170","1215","1165","4.31","24.6","5.17","    ","    ","    ","    ","    "
="2455","全新","市","04/10","","165","-3","-1.79","2,184","362","168","168.5","169","164","2.98","67.9","9.94","    ","    ","    ","    ","    "
="2457","飛宏","市","04/10","","54.1","+0.1","+0.19","2,478","134","54","53.8","54.6","53.5","2.04","79.6","2.48","    ","    ","    ","    ","    "
="2458","義隆","市","04/10","","158.5","+1.5","+0.96","2,170","345","157","158.5","161","157","2.55","21","5.11","    ","    ","    ","    ","    "
="2459","敦吉","市","04/10","","69.8","-1.1","-1.55","395","27.6","70.9","69.7","70.1","69.6","0.71","12.8","1.4","    ","    ","    ","    ","    "
="2460","建通","市","04/10","","37.2","+0.5","+1.36","1,316","48.6","36.7","37.8","37.8","36.65","3.13","","2.93","    ","    ","    ","    ","    "
="2461","光群雷","市","04/10","","24.45","-0.35","-1.41","1,646","40.8","24.8","24.8","25.15","24.45","2.82","37","1.41","    ","    ","    ","    ","    "
="2462","良得電","市","04/10","","35.55","+0.15","+0.42","534","19","35.4","35.5","35.75","35.35","1.13","19.1","1.71","    ","    ","    ","    ","    "
="2464","盟立","市","04/10","","55.2","+1.5","+2.79","39,875","2,223","53.7","55.6","58.5","53.8","8.75","62","2.58","    ","    ","    ","    ","    "
="2465","麗臺","市","04/10","","121.5","+0.5","+0.41","1,265","155","121","120","124","120","3.31","","10.1","    ","    ","    ","    ","    "
="2466","冠西電","市","04/10","","37.1","0","0","15","0.56","37.1","37.6","37.6","37.05","1.48","206","3.38","    ","    ","    ","    ","    "
="2467","志聖","市","04/10","","131.5","-2","-1.5","4,119","547","133.5","136","136","130","4.49","42.1","6.35","    ","    ","    ","    ","    "
="2468","華經","市","04/10","","29.95","-0.05","-0.17","406","12.2","30","30","30.55","29.85","2.33","26.7","1.7","    ","    ","    ","    ","    "
="2471","資通","市","04/10","","60.2","+0.2","+0.33","477","28.7","60","60.5","60.9","59.7","2","16.4","3.13","    ","    ","    ","    ","    "
="2472","立隆電","市","04/10","","74.5","-1.1","-1.46","1,251","94","75.6","75.9","76","74.5","1.98","13.3","1.74","    ","    ","    ","    ","    "
="2474","可成","市","04/10","","209.5","-0.5","-0.24","1,377","289","210","210","211","208.5","1.19","15.7","0.9","    ","    ","    ","    ","    "
="2476","鉅祥","市","04/10","","79.9","+1.6","+2.04","8,659","703","78.3","80.2","83","79.2","4.85","22.6","2.51","    ","    ","    ","    ","    "
="2477","美隆電","市","04/10","","22.1","-0.15","-0.67","106","2.36","22.25","22.25","22.35","21.95","1.8","92.1","0.89","    ","    ","    ","    ","    "
="2478","大毅","市","04/10","","46.95","-0.1","-0.21","142","6.7","47.05","47.05","47.2","46.95","0.53","18.3","1.04","    ","    ","    ","    ","    "
="2480","敦陽科","市","04/10","","129.5","+0.5","+0.39","146","18.9","129","129","130","129","0.78","17.6","4.21","    ","    ","    ","    ","    "
="2481","強茂","市","04/10","","59.7","+0.5","+0.84","1,532","91.3","59.2","59.3","60","59","1.69","27.8","1.72","    ","    ","    ","    ","    "
="2482","連宇","市","04/10","","33.5","-0.2","-0.59","370","12.4","33.7","33.7","33.75","33.2","1.63","14","1.95","    ","    ","    ","    ","    "
="2483","百容","市","04/10","","24.6","+0.55","+2.29","390","9.56","24.05","24.2","25","23.95","4.37","76.9","1.06","    ","    ","    ","    ","    "
="2484","希華","市","04/10","","34.05","-0.05","-0.15","606","20.8","34.1","34.15","34.6","34.05","1.61","20.8","1.33","    ","    ","    ","    ","    "
="2485","兆赫","市","04/10","","20.95","+0.2","+0.96","1,179","24.8","20.75","20.8","21.3","20.8","2.41","","1.1","    ","    ","    ","    ","    "
="2486","一詮","市","04/10","","70.6","-3.4","-4.59","39,502","2,837","74","73.3","74.6","70.5","5.54","76.7","3.71","    ","    ","    ","    ","    "
="2488","漢平","市","04/10","","46","-0.3","-0.65","481","22","46.3","45.6","46.3","45.6","1.51","10.5","1.49","    ","    ","    ","    ","    "
="2489","瑞軒","市","04/10","","14.8","0","0","4,280","63.8","14.8","14.95","15.15","14.7","3.04","25.5","0.82","    ","    ","    ","    ","    "
="2491","吉祥全","市","04/10","","15.2","+0.45","+3.05","196","2.95","14.75","14.7","15.3","14.7","4.07","33.8","1.51","    ","    ","    ","    ","    "
="2492","華新科","市","04/10","","117.5","0","0","1,972","233","117.5","118","119.5","117.5","1.7","28.7","1.22","    ","    ","    ","    ","    "
="2493","揚博","市","04/10","","95.9","-0.2","-0.21","294","28.3","96.1","97.6","97.6","95.9","1.77","15.9","3.66","    ","    ","    ","    ","    "
="2495","普安","市","04/10","","22.85","+0.95","+4.34","2,151","48.6","21.9","21.95","22.95","21.95","4.57","26","1.48","    ","    ","    ","    ","    "
