date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-06-27,1760,92.7,90.9,1.8,息,99.9,81.9,90.9,90.9
2020-06-30,1760,142.0,140.2,1.8,息,154.0,126.5,140.0,140.2
2021-06-24,1760,108.5,107.8,0.7,息,118.5,97.1,108.0,107.8
2021-08-06,1760,84.3,82.79,1.5,權,92.7,74.6,84.3,84.3
2022-06-27,1760,109.5,108.0,1.5,息,118.5,97.2,108.0,108.0
2023-07-18,1760,132.0,130.0,2.0,息,143.0,117.0,130.0,130.0
