date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-08-01,2849,16.25,15.25,1.0,息,16.75,13.75,15.25,15.25
2020-07-28,2849,15.1,14.37,0.73,息,15.8,12.95,14.35,14.37
2021-08-03,2849,16.8,16.07,0.73,息,17.65,14.5,16.05,16.07
2022-07-19,2849,15.1,14.37,0.73,息,15.8,12.95,14.35,14.37
2023-07-18,2849,15.45,15.05,0.4,息,16.55,13.55,15.05,15.05
