date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-08-29,1103,16.4,15.4,1.0,息,16.9,13.9,15.4,15.4
2020-07-23,1103,18.0,16.99,1.0,息,18.65,15.3,17.0,16.99
2021-09-08,1103,22.1,20.7,1.4,息,22.75,18.65,20.7,20.7
2022-08-04,1103,17.9,17.25,0.65,息,18.95,15.55,17.25,17.25
2023-07-27,1103,21.35,20.63,0.71,權息,22.65,18.6,20.65,20.63
