date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-07-05,4989,25.6,24.0,1.6,息,26.4,21.6,24.0,24.0
2020-07-28,4989,18.5,17.9,0.6,息,19.65,16.15,17.9,17.9
2021-12-02,4989,49.35,48.68,0.67,息,53.5,43.85,48.7,48.68
2022-07-28,4989,28.5,27.0,1.5,息,29.7,24.3,27.0,27.0
2023-08-01,4989,33.8,33.3,0.5,息,36.6,30.0,33.3,33.3
