date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-07-02,2501,27.85,25.75,2.1,息,28.3,23.2,25.75,25.75
2020-07-15,2501,20.1,19.1,1.0,息,21.0,17.2,19.1,19.1
2021-08-17,2501,20.0,19.0,1.0,息,20.9,17.1,19.0,19.0
2022-07-14,2501,16.75,16.15,0.6,息,17.75,14.55,16.15,16.15
2023-07-13,2501,16.2,15.7,0.5,息,17.25,14.15,15.7,15.7
