date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-07-11,1809,12.85,12.65,0.2,息,13.9,11.4,12.65,12.65
2020-07-21,1809,9.71,9.51,0.2,息,10.45,8.56,9.51,9.51
2021-08-12,1809,13.3,13.1,0.2,息,14.4,11.8,13.1,13.1
2022-07-26,1809,11.95,11.7,0.25,息,12.85,10.55,11.7,11.7
2023-08-03,1809,15.55,15.3,0.25,息,16.8,13.8,15.3,15.3
