date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-07-18,2496,82.9,78.9,4.0,息,86.7,71.1,78.9,78.9
2020-07-23,2496,68.5,60.83,7.66,權息,66.9,54.8,60.8,60.83
2021-07-16,2496,58.8,54.27,4.52,息,59.6,48.85,54.3,54.27
2022-06-24,2496,47.9,44.9,3.0,息,49.35,40.45,44.9,44.9
2023-04-14,2496,54.0,50.7,3.3,息,55.7,45.65,50.7,50.7
2024-04-11,2496,77.1,72.42,4.68,息,79.6,65.2,72.4,72.42
