date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-07-18,1752,30.7,29.5,1.2,除息,32.45,26.55,29.5,29.5
2020-07-07,1752,54.1,52.4,1.7,除息,57.6,47.2,52.4,52.4
2021-08-24,1752,37.9,36.3,1.6,除息,39.9,32.7,36.3,36.3
2022-06-29,1752,37.05,35.25,1.8,息,38.75,31.75,35.25,35.25
2023-06-20,1752,64.1,61.8,2.3,息,67.9,55.7,61.8,61.8
