date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-06-27,2461,19.05,18.64,0.41,息,20.5,16.8,18.65,18.64
2021-05-28,2461,21.7,20.74,0.96,息,22.8,18.7,20.75,20.74
2021-09-03,2461,23.85,23.31,0.54,息,25.6,21.0,23.3,23.31
2022-06-23,2461,20.05,18.85,1.19,息,20.7,17.0,18.85,18.85
2022-09-08,2461,18.0,17.7,0.3,息,19.45,15.95,17.7,17.7
2023-06-20,2461,24.15,22.67,1.48,息,24.9,20.45,22.65,22.67
