date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2021-08-17,2399,22.25,21.85,0.4,息,24.0,19.7,21.85,21.85
2022-08-18,2399,16.3,15.1,1.2,息,16.6,13.6,15.1,15.1
