date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-06-27,2455,80.3,77.8,2.5,息,85.5,70.1,77.8,77.8
2020-07-01,2455,91.5,88.99,2.5,息,97.8,80.1,89.0,88.99
2021-08-13,2455,126.0,123.41,2.59,息,135.5,111.5,123.5,123.41
2022-06-23,2455,81.6,77.6,4.0,息,85.3,69.9,77.6,77.6
2023-06-26,2455,126.0,123.7,2.3,息,136.0,111.5,123.5,123.7
