date,stock_id,type,value,origin_name
2019-03-31,9924,AccountsPayable,1018160000.0,應付帳款
2019-03-31,9924,AccountsPayable_per,12.79,應付帳款
2019-03-31,9924,AccountsReceivableNet_per,17.11,應收帳款淨額
2019-03-31,9924,CapitalStock_per,23.67,股本合計
2019-03-31,9924,CapitalSurplus,567114000.0,資本公積合計
2019-03-31,9924,CapitalSurplus_per,7.12,資本公積合計
2019-03-31,9924,CapitalSurplusAdditionalPaidInCapital,567114000.0,資本公積－發行溢價
2019-03-31,9924,CapitalSurplusAdditionalPaidInCapital_per,7.12,資本公積－發行溢價
2019-03-31,9924,CashAndCashEquivalents_per,23.88,現金及約當現金
2019-03-31,9924,CurrentAssets_per,57.55,流動資產合計
2019-03-31,9924,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss,0.0,透過損益按公允價值衡量之金融資產－流動
2019-03-31,9924,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss_per,0.0,透過損益按公允價值衡量之金融資產－流動
2019-03-31,9924,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss,837000.0,透過損益按公允價值衡量之金融負債－流動
2019-03-31,9924,CurrentFinancialLiabilitiesAtFairValueThroughProfitOrLoss_per,0.01,透過損益按公允價值衡量之金融負債－流動
2019-03-31,9924,CurrentIncomeTaxAssets,17373000.0,本期所得稅資產
2019-03-31,9924,CurrentIncomeTaxAssets_per,0.22,本期所得稅資產
2019-03-31,9924,CurrentLiabilities_per,20.94,流動負債合計
2019-03-31,9924,DeferredTaxAssets,57285000.0,遞延所得稅資產
2019-03-31,9924,DeferredTaxAssets_per,0.72,遞延所得稅資產
2019-03-31,9924,Equity_per,69.76,權益總額
2019-03-31,9924,EquityAttributableToOwnersOfParent,5421430000.0,歸屬於母公司業主之權益合計
2019-03-31,9924,EquityAttributableToOwnersOfParent_per,68.09,歸屬於母公司業主之權益合計
2019-03-31,9924,EquivalentIssueSharesOfAdvanceReceiptsForOrdinaryShare,0.0,預收股款（權益項下）之約當發行股數
2019-03-31,9924,IntangibleAssets,29397000.0,無形資產
2019-03-31,9924,IntangibleAssets_per,0.37,無形資產
2019-03-31,9924,Inventories,1007000000.0,存貨
2019-03-31,9924,Inventories_per,12.65,存貨
2019-03-31,9924,LegalReserve,966388000.0,法定盈餘公積
2019-03-31,9924,LegalReserve_per,12.14,法定盈餘公積
2019-03-31,9924,Liabilities,2408100000.0,負債總額
2019-03-31,9924,Liabilities_per,30.0,負債總額
2019-03-31,9924,LongtermBorrowings,443501000.0,長期借款
2019-03-31,9924,LongtermBorrowings_per,5.57,長期借款
2019-03-31,9924,NoncontrollingInterests,132942000.0,非控制權益
2019-03-31,9924,NoncontrollingInterests_per,1.67,非控制權益
2019-03-31,9924,NoncurrentAssets,3379850000.0,非流動資產合計
2019-03-31,9924,NoncurrentAssets_per,42.45,非流動資產合計
2019-03-31,9924,NoncurrentLiabilities,740659000.0,非流動負債合計
2019-03-31,9924,NoncurrentLiabilities_per,9.3,非流動負債合計
2019-03-31,9924,NumberOfSharesInEntityHeldByEntityAndByItsSubsidiaries,0.0,母公司暨子公司所持有之母公司庫藏股股數
2019-03-31,9924,OrdinaryShare_per,23.67,普通股股本
2019-03-31,9924,OtherCurrentAssets,124141000.0,其他流動資產
2019-03-31,9924,OtherCurrentAssets_per,1.56,其他流動資產
2019-03-31,9924,OtherCurrentLiabilities,66458000.0,其他流動負債
2019-03-31,9924,OtherCurrentLiabilities_per,0.83,其他流動負債
2019-03-31,9924,OtherEquityInterest,99762000.0,其他權益合計
2019-03-31,9924,OtherEquityInterest_per,1.25,其他權益合計
2019-03-31,9924,OtherNoncurrentAssets,100000000.0,其他非流動資產
2019-03-31,9924,OtherNoncurrentAssets_per,1.26,其他非流動資產
2019-03-31,9924,OtherNoncurrentLiabilities,154085000.0,其他非流動負債
2019-03-31,9924,OtherNoncurrentLiabilities_per,1.94,其他非流動負債
2019-03-31,9924,OtherPayables,386538000.0,其他應付款
2019-03-31,9924,OtherPayables_per,4.85,其他應付款
2019-03-31,9924,PropertyPlantAndEquipment_per,35.48,不動產、廠房及設備
2019-03-31,9924,RetainedEarnings_per,38.55,保留盈餘合計
2019-03-31,9924,ShorttermBorrowings,0.0,短期借款
2019-03-31,9924,ShorttermBorrowings_per,0.0,短期借款
2019-03-31,9924,TotalAssets_per,100.0,資產總額
2019-03-31,9924,TotalLiabilitiesEquity_per,100.0,負債及權益總計
2019-03-31,9924,UnappropriatedRetainedEarningsAaccumulatedDeficit,2054180000.0,未分配盈餘
