date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-07-25,4566,45.0,43.0,1.99,息,47.3,38.7,43.0,43.0
2020-07-30,4566,38.05,36.4,1.64,息,40.0,32.8,36.4,36.4
2021-07-29,4566,48.1,46.91,1.19,息,51.6,42.25,46.9,46.91
2022-07-28,4566,49.25,48.06,1.18,息,52.8,43.3,48.05,48.06
2023-04-27,4566,64.2,62.1,2.1,息,68.3,55.9,62.1,62.1
