date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2020-09-02,3052,12.4,11.89,0.51,息,13.05,10.75,11.9,11.89
2021-08-27,3052,11.9,11.1,0.8,息,12.2,9.99,11.1,11.1
2022-09-29,3052,10.05,9.79,0.25,息,10.75,8.82,9.79,9.79
2023-08-28,3052,12.4,11.76,0.64,權息,12.9,10.6,11.75,11.76
