date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-07-15,6533,127.5,126.8,0.7,息,139.0,114.5,127.0,126.8
2020-07-13,6533,158.0,157.65,0.34,息,173.0,142.0,157.5,157.65
2021-06-11,6533,452.0,451.25,0.74,息,496.0,406.5,451.5,451.25
2022-06-22,6533,277.0,274.15,2.85,息,301.5,247.0,274.0,274.15
2023-06-27,6533,488.0,486.5,1.5,息,535.0,438.0,486.5,486.5
