date,stock_id,before_price,after_price,stock_and_cache_dividend,stock_or_cache_dividend,max_price,min_price,open_price,reference_price
2019-07-10,1618,8.5,8.2,0.3,息,9.02,7.38,8.2,8.2
2020-07-15,1618,8.76,8.46,0.3,息,9.3,7.62,8.46,8.46
2021-08-04,1618,15.75,15.45,0.3,息,16.95,13.95,15.45,15.45
2022-07-12,1618,12.15,11.65,0.5,息,12.8,10.5,11.65,11.65
2023-07-11,1618,23.4,22.8,0.6,息,25.05,20.55,22.8,22.8
